longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-114.57,33.57,20.0,1454.0,326.0,624.0,262.0,1.925,44400.0,INLAND
-118.08,34.13,46.0,1238.0,147.0,377.0,145.0,8.4546,500001.0,INLAND
-117.72,34.1,32.0,3241.0,895.0,1592.0,810.0,2.4952,104300.0,INLAND
-118.25,33.91,36.0,1950.0,365.0,1125.0,374.0,3.1111,117700.0,<1H OCEAN
-121.71,38.56,20.0,8627.0,1516.0,4071.0,1466.0,4.2198,326500.0,INLAND
-122.02,38.02,44.0,1465.0,247.0,817.0,237.0,4.8693,161900.0,NEAR BAY
-122.08,37.39,4.0,2292.0,,1050.0,584.0,4.8036,262500.0,NEAR BAY
-117.16,32.74,27.0,2335.0,604.0,982.0,590.0,3.1921,229400.0,NEAR OCEAN
-118.37,34.24,40.0,1283.0,246.0,594.0,236.0,4.1121,172700.0,<1H OCEAN
-118.31,34.0,47.0,1551.0,362.0,1329.0,322.0,1.9792,119200.0,<1H OCEAN
-120.48,37.29,17.0,2266.0,693.0,3200.0,664.0,1.5635,62700.0,INLAND
-122.54,37.99,32.0,2236.0,348.0,818.0,330.0,7.3521,500001.0,NEAR BAY
-117.11,32.79,16.0,2574.0,771.0,1129.0,721.0,3.3849,137900.0,NEAR OCEAN
-118.34,34.04,35.0,2345.0,607.0,2042.0,565.0,2.5955,122500.0,<1H OCEAN
-120.44,34.93,15.0,868.0,244.0,1133.0,253.0,2.0995,110300.0,<1H OCEAN
-118.54,34.23,29.0,1753.0,342.0,1318.0,333.0,4.125,194400.0,<1H OCEAN
-117.05,32.76,37.0,4879.0,906.0,2076.0,871.0,3.6625,134200.0,NEAR OCEAN
-122.04,36.97,30.0,2695.0,424.0,1098.0,420.0,5.3972,346200.0,NEAR OCEAN
-122.53,38.01,27.0,3121.0,531.0,1318.0,489.0,5.4781,248100.0,NEAR BAY
-118.39,34.16,20.0,4084.0,1062.0,1637.0,987.0,3.2388,367900.0,<1H OCEAN
-118.2,34.12,52.0,1580.0,426.0,1462.0,406.0,3.3326,173900.0,<1H OCEAN
-122.43,37.64,42.0,4091.0,757.0,1861.0,771.0,4.207,342300.0,NEAR OCEAN
-116.88,34.08,52.0,3419.0,777.0,710.0,265.0,3.9028,131300.0,INLAND
-122.09,37.41,8.0,1480.0,414.0,856.0,445.0,2.8203,170300.0,NEAR BAY
-121.9,37.3,39.0,3627.0,666.0,1531.0,635.0,4.537,268800.0,<1H OCEAN
-122.78,38.44,14.0,4143.0,656.0,1569.0,629.0,3.9766,248300.0,<1H OCEAN
-122.31,38.34,19.0,4187.0,684.0,1827.0,605.0,4.5293,123700.0,NEAR BAY
-117.74,34.02,33.0,2318.0,464.0,1904.0,451.0,3.7454,107300.0,INLAND
-122.01,37.93,25.0,2652.0,335.0,1062.0,334.0,7.5898,397700.0,NEAR BAY
-118.85,34.21,29.0,2195.0,414.0,1360.0,401.0,3.4773,192200.0,<1H OCEAN
-122.37,38.33,29.0,1868.0,291.0,764.0,284.0,4.825,134100.0,NEAR BAY
-118.11,34.07,19.0,3215.0,907.0,3072.0,870.0,2.3393,192300.0,<1H OCEAN
-121.28,38.7,15.0,5828.0,1051.0,2868.0,1037.0,3.7813,195000.0,INLAND
-118.1,34.08,37.0,2894.0,659.0,1977.0,636.0,2.543,217500.0,<1H OCEAN
-120.07,36.96,32.0,1268.0,283.0,549.0,273.0,1.4511,54600.0,INLAND
-118.37,33.95,32.0,1067.0,286.0,1053.0,277.0,2.8438,146900.0,<1H OCEAN
-122.42,37.8,52.0,3823.0,1040.0,1830.0,977.0,4.2458,500001.0,NEAR BAY
-118.7,34.3,23.0,2831.0,406.0,1284.0,393.0,6.1383,344700.0,<1H OCEAN
-117.12,32.57,35.0,1450.0,256.0,930.0,286.0,2.6715,78800.0,NEAR OCEAN
-122.42,37.8,52.0,3067.0,870.0,2122.0,850.0,2.5603,225000.0,NEAR BAY
-119.25,35.78,27.0,1513.0,342.0,1346.0,323.0,2.7411,103400.0,INLAND
-122.66,39.02,16.0,3715.0,810.0,943.0,510.0,1.7446,64000.0,INLAND
-118.45,33.99,52.0,1010.0,244.0,573.0,242.0,4.1861,335900.0,<1H OCEAN
-117.61,34.08,12.0,4427.0,,2400.0,843.0,4.7147,158900.0,INLAND
-117.96,33.93,15.0,2014.0,419.0,839.0,390.0,4.7446,226200.0,<1H OCEAN
-115.73,32.8,44.0,472.0,81.0,206.0,57.0,2.2083,95800.0,INLAND
-118.12,34.1,34.0,2918.0,555.0,1435.0,568.0,4.2344,270700.0,<1H OCEAN
-117.96,33.65,18.0,3603.0,879.0,1549.0,756.0,4.0229,197900.0,<1H OCEAN
-118.57,34.2,33.0,1759.0,311.0,943.0,315.0,5.223,215900.0,<1H OCEAN
-119.02,35.41,41.0,2221.0,516.0,1106.0,473.0,1.97,72000.0,INLAND
-119.06,35.33,14.0,5264.0,1064.0,3278.0,1049.0,3.8117,72900.0,INLAND
-122.44,37.77,52.0,3505.0,745.0,1374.0,714.0,4.3667,500001.0,NEAR BAY
-117.15,32.91,14.0,1259.0,238.0,889.0,247.0,4.9464,169300.0,<1H OCEAN
-118.44,34.29,30.0,1632.0,401.0,1357.0,401.0,3.1588,153500.0,<1H OCEAN
-119.8,36.02,20.0,156.0,39.0,171.0,37.0,3.05,109100.0,INLAND
-119.77,36.78,36.0,3616.0,779.0,1994.0,786.0,2.5434,80300.0,INLAND
-118.28,33.97,38.0,1819.0,497.0,2110.0,499.0,1.6027,90100.0,<1H OCEAN
-118.4,34.05,26.0,4473.0,923.0,1518.0,805.0,5.0762,477300.0,<1H OCEAN
-122.07,37.57,8.0,8647.0,1407.0,5019.0,1379.0,6.5615,339700.0,NEAR BAY
-121.56,39.08,26.0,1377.0,289.0,761.0,267.0,1.4934,62300.0,INLAND
-121.98,37.54,17.0,5133.0,1375.0,3386.0,1339.0,3.1326,189400.0,<1H OCEAN
-122.29,38.3,52.0,144.0,54.0,89.0,48.0,1.0096,129200.0,NEAR BAY
-118.15,33.9,20.0,2850.0,737.0,1855.0,662.0,2.809,196600.0,<1H OCEAN
-122.04,37.34,28.0,3081.0,460.0,1260.0,461.0,7.5372,400700.0,<1H OCEAN
-118.49,34.27,34.0,4877.0,815.0,2521.0,781.0,5.5714,242300.0,<1H OCEAN
-117.12,32.74,46.0,1898.0,441.0,978.0,439.0,3.2708,122000.0,NEAR OCEAN
-118.95,35.38,35.0,2220.0,388.0,906.0,373.0,3.5938,99800.0,INLAND
-122.08,37.4,23.0,806.0,158.0,373.0,156.0,5.9291,304200.0,NEAR BAY
-118.26,33.88,40.0,519.0,102.0,330.0,95.0,3.0972,146900.0,<1H OCEAN
-119.76,36.79,32.0,2463.0,468.0,1261.0,486.0,3.3281,68700.0,INLAND
-118.25,33.98,39.0,1553.0,461.0,2271.0,437.0,1.7378,92900.0,<1H OCEAN
-118.98,35.38,24.0,1807.0,465.0,1460.0,410.0,1.4786,49100.0,INLAND
-118.92,35.13,29.0,1297.0,262.0,909.0,253.0,1.9236,61400.0,INLAND
-118.21,33.8,44.0,1387.0,280.0,984.0,302.0,4.25,157100.0,NEAR OCEAN
-118.27,34.15,7.0,2837.0,776.0,2287.0,736.0,3.008,255500.0,<1H OCEAN
-119.96,35.99,25.0,1047.0,270.0,1505.0,286.0,2.0976,52000.0,INLAND
-118.0,34.15,48.0,3436.0,673.0,1540.0,648.0,4.275,136200.0,INLAND
-122.46,37.71,45.0,1799.0,394.0,1436.0,389.0,3.65,217800.0,NEAR OCEAN
-121.32,38.67,31.0,2532.0,479.0,1396.0,467.0,4.0417,118500.0,INLAND
-118.07,33.96,30.0,928.0,230.0,913.0,214.0,2.6991,145700.0,<1H OCEAN
-117.0,32.77,35.0,2114.0,317.0,881.0,320.0,5.5,205100.0,<1H OCEAN
-121.99,37.54,18.0,3584.0,715.0,1673.0,661.0,3.9444,197900.0,<1H OCEAN
-121.19,38.04,35.0,703.0,117.0,290.0,107.0,3.225,125000.0,INLAND
-118.56,34.21,13.0,8327.0,1849.0,4126.0,1773.0,3.7313,208000.0,<1H OCEAN
-116.92,32.82,16.0,2784.0,468.0,1458.0,465.0,4.0048,172500.0,<1H OCEAN
-122.2,37.78,50.0,1867.0,403.0,1128.0,378.0,2.5401,124700.0,NEAR BAY
-122.41,37.71,28.0,5015.0,1240.0,3900.0,1029.0,1.2269,350000.0,NEAR BAY
-122.07,37.64,22.0,5861.0,1516.0,5436.0,1463.0,2.5158,192000.0,NEAR BAY
-118.23,33.95,37.0,2667.0,671.0,2865.0,683.0,0.6831,107200.0,<1H OCEAN
-118.01,33.76,35.0,2072.0,349.0,1249.0,317.0,3.9855,225200.0,<1H OCEAN
-118.37,33.99,36.0,3228.0,543.0,1305.0,520.0,5.1695,305900.0,<1H OCEAN
-118.27,33.95,34.0,1261.0,315.0,1027.0,303.0,2.2946,98000.0,<1H OCEAN
-121.33,38.65,24.0,3533.0,741.0,1496.0,723.0,2.8106,118500.0,INLAND
-122.18,37.76,52.0,754.0,175.0,447.0,165.0,3.9063,100400.0,NEAR BAY
-121.97,37.28,27.0,2427.0,403.0,1301.0,438.0,5.0385,327500.0,<1H OCEAN
-117.5,34.0,15.0,1929.0,317.0,1237.0,316.0,4.4063,113900.0,INLAND
-124.1,40.9,18.0,4032.0,798.0,1948.0,775.0,2.7321,99600.0,NEAR OCEAN
-116.43,33.81,8.0,6710.0,1343.0,2069.0,781.0,3.5223,148900.0,INLAND
-120.76,38.47,17.0,1521.0,309.0,607.0,240.0,3.5,176700.0,INLAND
-118.41,34.17,35.0,2027.0,428.0,879.0,402.0,4.692,291700.0,<1H OCEAN
-122.83,38.4,37.0,2217.0,451.0,1019.0,428.0,3.1217,194400.0,<1H OCEAN
-118.46,34.4,12.0,25957.0,4798.0,10475.0,4490.0,4.542,190000.0,<1H OCEAN
-122.19,37.71,36.0,361.0,69.0,158.0,58.0,5.5461,187800.0,NEAR BAY
-119.91,37.23,17.0,2171.0,389.0,1042.0,375.0,3.625,137500.0,INLAND
-121.92,37.3,36.0,2088.0,358.0,772.0,347.0,4.2762,284800.0,<1H OCEAN
-117.26,32.95,22.0,5484.0,1227.0,1947.0,1012.0,4.4375,252100.0,NEAR OCEAN
-119.01,35.37,33.0,821.0,181.0,579.0,172.0,1.2469,61900.0,INLAND
-117.67,33.49,15.0,2782.0,579.0,983.0,525.0,2.1935,97000.0,<1H OCEAN
-117.81,35.65,19.0,1124.0,290.0,598.0,261.0,1.8984,143300.0,INLAND
-118.42,33.98,3.0,475.0,155.0,236.0,153.0,3.6667,303800.0,<1H OCEAN
-122.4,37.76,52.0,1495.0,311.0,506.0,275.0,4.4375,255200.0,NEAR BAY
-119.84,36.81,18.0,2789.0,378.0,937.0,364.0,7.7062,229700.0,INLAND
-121.43,37.75,42.0,1207.0,278.0,699.0,279.0,3.3611,119800.0,INLAND
-118.22,34.09,36.0,1427.0,415.0,1835.0,410.0,2.48,126000.0,<1H OCEAN
-117.04,32.55,15.0,2206.0,648.0,2511.0,648.0,1.6348,140400.0,NEAR OCEAN
-117.14,33.15,16.0,1129.0,198.0,758.0,178.0,5.0346,170700.0,<1H OCEAN
-117.94,34.04,36.0,1431.0,354.0,1367.0,334.0,3.5592,181900.0,<1H OCEAN
-117.93,34.57,5.0,5613.0,1060.0,3569.0,999.0,3.1946,148500.0,INLAND
-118.37,34.16,25.0,2450.0,618.0,1054.0,578.0,3.6375,282300.0,<1H OCEAN
-117.1,34.21,22.0,4397.0,931.0,1145.0,445.0,4.5268,123900.0,INLAND
-122.42,40.44,16.0,994.0,,495.0,181.0,2.1875,63300.0,INLAND
-121.47,38.54,47.0,2085.0,464.0,1346.0,402.0,1.2679,68500.0,INLAND
-118.14,34.08,30.0,1433.0,397.0,1110.0,346.0,2.3464,211800.0,<1H OCEAN
-118.39,34.23,18.0,3405.0,831.0,3001.0,795.0,3.0083,140500.0,<1H OCEAN
-121.41,38.69,28.0,1601.0,308.0,848.0,305.0,3.6429,95000.0,INLAND
-123.8,39.44,33.0,2024.0,459.0,1019.0,422.0,1.9208,157300.0,<1H OCEAN
-117.71,33.54,7.0,4907.0,577.0,1883.0,556.0,10.4415,386100.0,<1H OCEAN
-121.5,38.56,46.0,2646.0,645.0,1684.0,616.0,1.128,73500.0,INLAND
-117.24,32.75,36.0,2831.0,669.0,1279.0,660.0,2.9896,284700.0,NEAR OCEAN
-118.26,33.82,28.0,5091.0,1074.0,4753.0,1033.0,3.6477,184600.0,<1H OCEAN
-117.95,33.71,16.0,6058.0,1715.0,3285.0,1495.0,3.4133,279700.0,<1H OCEAN
-117.24,32.75,41.0,1989.0,514.0,1015.0,489.0,2.79,418800.0,NEAR OCEAN
-121.35,38.04,12.0,6217.0,1019.0,3771.0,961.0,3.7206,194600.0,INLAND
-117.57,33.88,39.0,679.0,164.0,769.0,179.0,2.3036,122800.0,INLAND
-117.24,32.94,12.0,2165.0,437.0,792.0,386.0,5.2648,346400.0,NEAR OCEAN
-121.63,39.12,34.0,1991.0,348.0,804.0,344.0,3.4492,102400.0,INLAND
-117.9,33.8,27.0,2176.0,442.0,1440.0,418.0,4.375,195000.0,<1H OCEAN
-122.01,38.26,12.0,4132.0,710.0,2087.0,633.0,4.5987,142100.0,INLAND
-118.44,34.17,29.0,2685.0,642.0,1085.0,599.0,3.2763,283600.0,<1H OCEAN
-117.92,33.9,13.0,1814.0,320.0,1010.0,313.0,6.3489,258500.0,<1H OCEAN
-122.64,38.01,36.0,1336.0,258.0,678.0,249.0,5.5789,411300.0,NEAR OCEAN
-119.97,36.44,18.0,1128.0,237.0,772.0,220.0,2.1771,48500.0,INLAND
-117.95,33.79,34.0,2912.0,520.0,1625.0,501.0,4.4667,190700.0,<1H OCEAN
-118.05,33.84,21.0,4890.0,653.0,2295.0,654.0,6.983,382100.0,<1H OCEAN
-121.26,37.95,44.0,819.0,184.0,677.0,183.0,1.725,70000.0,INLAND
-118.96,37.64,11.0,3934.0,697.0,901.0,345.0,4.2381,121400.0,INLAND
-121.64,39.11,18.0,3212.0,542.0,1817.0,508.0,3.3793,71700.0,INLAND
-117.12,32.76,28.0,2160.0,608.0,1339.0,571.0,1.9152,102100.0,NEAR OCEAN
-116.92,32.86,11.0,2204.0,518.0,1472.0,497.0,2.3693,95300.0,<1H OCEAN
-118.83,34.33,6.0,6679.0,1164.0,3196.0,1157.0,5.4493,311200.0,<1H OCEAN
-122.39,37.78,3.0,3464.0,1179.0,1441.0,919.0,4.7105,318000.0,NEAR BAY
-117.25,32.73,38.0,1840.0,291.0,633.0,283.0,4.9125,367400.0,NEAR OCEAN
-120.84,35.3,15.0,2062.0,327.0,781.0,316.0,4.9359,337000.0,NEAR OCEAN
-117.98,33.7,17.0,1997.0,340.0,952.0,341.0,4.4148,139200.0,<1H OCEAN
-122.24,37.77,52.0,1153.0,235.0,481.0,223.0,2.6411,199300.0,NEAR BAY
-121.36,38.66,22.0,2878.0,599.0,1362.0,541.0,2.7955,111800.0,INLAND
-122.5,37.92,32.0,2639.0,415.0,1013.0,408.0,6.1632,393800.0,NEAR BAY
-120.84,37.48,10.0,2874.0,612.0,1960.0,596.0,2.7381,127500.0,INLAND
-118.31,33.88,21.0,1490.0,430.0,686.0,400.0,2.3812,67500.0,<1H OCEAN
-118.09,34.68,4.0,23386.0,4171.0,10493.0,3671.0,4.0211,167600.0,INLAND
-119.23,35.77,26.0,2636.0,468.0,1416.0,485.0,4.1917,78600.0,INLAND
-118.32,34.19,37.0,1519.0,331.0,613.0,315.0,3.0179,279300.0,<1H OCEAN
-118.52,34.22,35.0,1275.0,222.0,959.0,226.0,5.0282,173100.0,<1H OCEAN
-118.3,34.1,25.0,3926.0,1715.0,4865.0,1612.0,1.6112,350000.0,<1H OCEAN
-121.25,36.32,12.0,4776.0,1082.0,4601.0,1066.0,2.9184,135700.0,<1H OCEAN
-118.15,33.94,36.0,1948.0,341.0,992.0,363.0,4.2594,282100.0,<1H OCEAN
-117.43,34.01,34.0,2101.0,426.0,1150.0,377.0,3.0909,99600.0,INLAND
-122.56,37.9,48.0,1550.0,253.0,641.0,276.0,8.634,500001.0,NEAR BAY
-120.84,37.51,20.0,1901.0,313.0,1258.0,320.0,3.8958,110500.0,INLAND
-118.28,34.06,52.0,936.0,454.0,990.0,354.0,1.1122,316700.0,<1H OCEAN
-119.17,34.15,18.0,2509.0,688.0,3129.0,677.0,2.6098,450000.0,NEAR OCEAN
-122.04,37.35,28.0,1582.0,264.0,696.0,270.0,5.678,500001.0,<1H OCEAN
-122.28,37.87,52.0,1813.0,353.0,828.0,339.0,3.5625,179300.0,NEAR BAY
-118.06,33.91,24.0,4880.0,1044.0,4516.0,1050.0,4.1387,222700.0,<1H OCEAN
-118.47,34.15,43.0,804.0,117.0,267.0,110.0,8.2269,490800.0,<1H OCEAN
-118.48,34.04,47.0,1956.0,277.0,724.0,277.0,8.9616,500001.0,<1H OCEAN
-117.08,32.76,27.0,1221.0,254.0,606.0,259.0,3.0833,151800.0,NEAR OCEAN
-118.71,34.3,20.0,1586.0,187.0,699.0,209.0,6.5483,275000.0,<1H OCEAN
-118.2,34.04,18.0,796.0,227.0,547.0,218.0,1.0333,137500.0,<1H OCEAN
-122.04,37.88,32.0,3250.0,550.0,1230.0,557.0,4.6424,354200.0,NEAR BAY
-117.76,33.83,15.0,3086.0,457.0,1262.0,436.0,6.4415,331300.0,<1H OCEAN
-117.11,33.74,18.0,4799.0,1035.0,1966.0,944.0,2.1182,116700.0,INLAND
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,319300.0,NEAR BAY
-115.37,32.82,30.0,1602.0,322.0,1130.0,335.0,3.5735,100000.0,INLAND
-118.11,34.16,52.0,3158.0,459.0,1229.0,444.0,5.4223,310900.0,INLAND
-116.76,34.23,10.0,4374.0,989.0,1020.0,376.0,2.6071,84700.0,INLAND
-122.12,37.42,36.0,2607.0,551.0,1165.0,523.0,5.1524,231200.0,NEAR BAY
-117.23,32.78,35.0,1649.0,355.0,746.0,360.0,4.6293,238200.0,NEAR OCEAN
-118.44,34.19,19.0,3487.0,959.0,2278.0,835.0,2.6709,178100.0,<1H OCEAN
-120.9,37.64,26.0,1762.0,418.0,855.0,308.0,1.6767,68900.0,INLAND
-117.27,34.05,34.0,1703.0,395.0,849.0,359.0,3.1607,117800.0,INLAND
-120.85,37.06,31.0,2609.0,645.0,1796.0,629.0,1.5479,61900.0,INLAND
-116.99,32.7,15.0,3660.0,622.0,2629.0,612.0,4.0444,193500.0,NEAR OCEAN
-121.6,39.15,19.0,1396.0,336.0,940.0,309.0,1.5208,225000.0,INLAND
-117.32,34.55,18.0,279.0,59.0,188.0,60.0,0.8246,100000.0,INLAND
-121.47,38.49,17.0,3595.0,790.0,2760.0,770.0,2.3233,82500.0,INLAND
-118.45,34.23,15.0,5738.0,1767.0,4620.0,1581.0,2.3584,250000.0,<1H OCEAN
-118.08,34.12,27.0,1685.0,341.0,757.0,317.0,4.2434,450800.0,<1H OCEAN
-117.96,33.94,31.0,2397.0,518.0,1407.0,476.0,2.6641,192000.0,<1H OCEAN
-118.14,34.06,27.0,5257.0,1082.0,3496.0,1036.0,3.3906,204300.0,<1H OCEAN
-118.88,34.17,15.0,4260.0,,1701.0,669.0,5.1033,235600.0,<1H OCEAN
-117.23,33.77,5.0,2108.0,496.0,1666.0,461.0,2.0,90500.0,INLAND
-117.88,33.85,26.0,3924.0,781.0,2332.0,725.0,3.7772,246100.0,<1H OCEAN
-121.3,38.03,13.0,1014.0,200.0,712.0,197.0,3.1471,91100.0,INLAND
-117.9,33.99,18.0,8076.0,1789.0,5325.0,1707.0,3.443,186700.0,<1H OCEAN
-117.24,32.74,44.0,1488.0,259.0,667.0,281.0,4.0862,298600.0,NEAR OCEAN
-124.18,40.78,33.0,1076.0,222.0,656.0,236.0,2.5096,67000.0,NEAR OCEAN
-118.1,33.91,35.0,1592.0,335.0,1238.0,320.0,4.9732,183400.0,<1H OCEAN
-122.06,37.77,12.0,14316.0,2045.0,5781.0,2007.0,7.2634,350700.0,NEAR BAY
-121.68,39.15,14.0,2774.0,451.0,1292.0,428.0,4.3833,116800.0,INLAND
-117.14,32.7,32.0,1280.0,353.0,1335.0,330.0,1.6023,92500.0,NEAR OCEAN
-117.02,32.76,15.0,1204.0,326.0,543.0,326.0,1.0278,275000.0,<1H OCEAN
-117.86,33.62,17.0,2975.0,371.0,1247.0,398.0,10.1989,417000.0,<1H OCEAN
-117.13,32.79,35.0,1362.0,243.0,698.0,255.0,3.6458,168900.0,NEAR OCEAN
-118.2,34.04,52.0,1249.0,307.0,1223.0,297.0,2.07,134900.0,<1H OCEAN
-120.57,38.2,13.0,4110.0,847.0,1796.0,706.0,2.6417,139900.0,INLAND
-118.17,33.96,25.0,2249.0,681.0,2621.0,628.0,2.3,159000.0,<1H OCEAN
-117.74,33.46,9.0,6564.0,1316.0,1720.0,904.0,4.89,350000.0,<1H OCEAN
-117.18,34.54,5.0,3772.0,619.0,2097.0,635.0,3.8194,186100.0,INLAND
-118.42,34.18,40.0,1013.0,150.0,449.0,166.0,5.7143,376800.0,<1H OCEAN
-119.69,34.38,39.0,1383.0,459.0,677.0,362.0,2.25,236500.0,NEAR OCEAN
-117.27,33.03,19.0,2899.0,499.0,1356.0,512.0,4.87,376700.0,NEAR OCEAN
-118.41,34.25,36.0,1146.0,259.0,1173.0,272.0,3.6016,147200.0,<1H OCEAN
-118.66,34.02,23.0,8798.0,1465.0,2750.0,1208.0,8.7364,459200.0,NEAR OCEAN
-122.15,37.74,43.0,1383.0,275.0,853.0,272.0,3.5083,130600.0,NEAR BAY
-120.85,37.49,39.0,2840.0,733.0,2606.0,737.0,1.9429,74900.0,INLAND
-118.29,34.17,12.0,2238.0,682.0,1882.0,611.0,2.9,256800.0,<1H OCEAN
-122.7,38.43,28.0,1585.0,412.0,1362.0,424.0,1.6685,164800.0,<1H OCEAN
-117.76,33.86,14.0,3666.0,442.0,1400.0,433.0,10.1316,378200.0,<1H OCEAN
-122.58,38.15,9.0,1302.0,177.0,682.0,190.0,7.5,255300.0,<1H OCEAN
-118.32,34.04,39.0,2965.0,812.0,2638.0,794.0,2.532,114900.0,<1H OCEAN
-120.46,36.87,20.0,1287.0,310.0,954.0,269.0,1.3386,38800.0,INLAND
-117.92,33.7,15.0,3201.0,,1510.0,622.0,4.2708,129200.0,<1H OCEAN
-121.59,39.39,22.0,2515.0,482.0,1284.0,462.0,2.1776,55100.0,INLAND
-117.94,34.02,27.0,5026.0,955.0,3899.0,930.0,3.871,164700.0,<1H OCEAN
-120.45,34.94,26.0,1058.0,232.0,891.0,243.0,3.6422,157700.0,<1H OCEAN
-117.12,32.76,23.0,2681.0,717.0,1279.0,648.0,2.1597,127100.0,NEAR OCEAN
-117.34,34.0,27.0,321.0,64.0,214.0,67.0,3.175,125000.0,INLAND
-118.05,34.1,30.0,2143.0,427.0,1107.0,416.0,4.2321,275400.0,INLAND
-118.19,33.82,19.0,2953.0,895.0,1914.0,855.0,3.5521,272200.0,NEAR OCEAN
-117.38,34.06,17.0,3139.0,569.0,1612.0,516.0,3.3571,114200.0,INLAND
-121.27,37.97,39.0,1023.0,243.0,550.0,224.0,1.1141,90600.0,INLAND
-122.18,39.75,30.0,4157.0,834.0,1885.0,774.0,1.6948,66300.0,INLAND
-118.49,34.03,32.0,3851.0,900.0,1456.0,836.0,4.5208,435100.0,<1H OCEAN
-117.68,33.54,5.0,2840.0,403.0,1363.0,403.0,7.618,315600.0,<1H OCEAN
-122.92,39.05,38.0,3131.0,624.0,1591.0,568.0,2.5457,65900.0,INLAND
-120.0,38.92,26.0,529.0,116.0,191.0,83.0,3.5,107200.0,INLAND
-121.2,37.79,36.0,866.0,160.0,502.0,149.0,2.4798,170200.0,INLAND
-117.3,34.11,42.0,525.0,111.0,444.0,120.0,2.6771,66900.0,INLAND
-118.38,33.86,24.0,3124.0,560.0,1312.0,542.0,6.3021,362200.0,<1H OCEAN
-117.01,33.75,15.0,2873.0,903.0,1094.0,659.0,1.8015,112500.0,INLAND
-118.04,33.99,47.0,2530.0,565.0,1262.0,509.0,3.6475,243800.0,<1H OCEAN
-121.25,38.69,24.0,1014.0,185.0,606.0,194.0,4.1607,157500.0,INLAND
-122.09,37.65,35.0,1130.0,192.0,543.0,184.0,4.3897,193800.0,NEAR BAY
-121.26,37.96,43.0,940.0,208.0,690.0,181.0,2.3056,55900.0,INLAND
-117.35,33.97,27.0,3960.0,886.0,2807.0,838.0,3.024,80700.0,INLAND
-118.2,33.91,36.0,2283.0,499.0,1836.0,462.0,2.8793,105100.0,<1H OCEAN
-118.46,34.02,46.0,2571.0,502.0,1225.0,501.0,6.0436,405400.0,<1H OCEAN
-118.32,33.94,37.0,1487.0,296.0,863.0,291.0,3.1563,121500.0,<1H OCEAN
-118.25,33.8,36.0,1697.0,394.0,1274.0,396.0,3.35,171100.0,<1H OCEAN
-119.75,36.75,49.0,2331.0,460.0,1290.0,477.0,2.5111,58600.0,INLAND
-122.24,38.14,15.0,8479.0,1759.0,5008.0,1646.0,3.724,186100.0,NEAR BAY
-119.05,36.07,21.0,2472.0,523.0,1238.0,504.0,1.7756,68400.0,INLAND
-120.82,37.49,25.0,1611.0,285.0,882.0,261.0,3.5547,108300.0,INLAND
-121.96,37.06,16.0,1321.0,224.0,650.0,206.0,6.3258,346200.0,NEAR OCEAN
-122.13,37.45,37.0,1287.0,197.0,510.0,206.0,7.9029,500001.0,NEAR BAY
-118.05,33.82,25.0,1548.0,279.0,732.0,265.0,5.123,242200.0,<1H OCEAN
-122.03,38.25,13.0,3334.0,541.0,1923.0,538.0,4.0905,131600.0,INLAND
-121.94,37.33,36.0,1893.0,359.0,797.0,360.0,3.6818,344700.0,<1H OCEAN
-118.0,33.73,26.0,2236.0,280.0,809.0,282.0,6.7395,332900.0,<1H OCEAN
-118.32,33.89,44.0,1300.0,252.0,695.0,249.0,5.1669,191000.0,<1H OCEAN
-122.05,37.95,22.0,5175.0,1213.0,2804.0,1091.0,2.85,179300.0,NEAR BAY
-118.23,34.16,31.0,3105.0,582.0,1359.0,547.0,5.1718,469800.0,<1H OCEAN
-121.46,38.61,43.0,705.0,178.0,464.0,159.0,2.4205,66800.0,INLAND
-117.14,32.71,52.0,800.0,313.0,1337.0,282.0,1.5594,100000.0,NEAR OCEAN
-122.46,37.71,47.0,1527.0,283.0,1102.0,282.0,4.0,243600.0,NEAR OCEAN
-121.49,38.53,40.0,2966.0,536.0,1225.0,505.0,3.125,81900.0,INLAND
-118.49,34.22,30.0,1756.0,314.0,899.0,288.0,5.0325,189000.0,<1H OCEAN
-122.03,37.69,20.0,200.0,25.0,83.0,31.0,6.5,390000.0,NEAR BAY
-117.62,33.77,43.0,1911.0,439.0,930.0,433.0,4.6369,182500.0,<1H OCEAN
-118.07,34.12,30.0,2201.0,559.0,1194.0,531.0,4.1136,275400.0,INLAND
-118.1,33.96,36.0,2013.0,435.0,1476.0,475.0,3.9549,165000.0,<1H OCEAN
-118.36,34.03,43.0,1690.0,379.0,1017.0,359.0,2.1078,125400.0,<1H OCEAN
-117.27,34.17,16.0,30.0,3.0,49.0,8.0,4.625,132700.0,INLAND
-121.62,36.63,52.0,1437.0,298.0,836.0,257.0,3.6286,350000.0,<1H OCEAN
-118.53,34.26,18.0,3674.0,,1590.0,550.0,8.176,355900.0,<1H OCEAN
-118.52,34.04,47.0,1985.0,315.0,819.0,340.0,6.5147,350800.0,<1H OCEAN
-122.4,37.73,42.0,1413.0,406.0,1027.0,362.0,2.3625,500001.0,NEAR BAY
-117.84,33.66,5.0,1688.0,430.0,857.0,402.0,3.7857,226000.0,<1H OCEAN
